user,user_profile,date_review,title,rating,type_visit,num_contributions,review,restaurant,review_cleaned,year,month
Aristide C,572aristidec,2023-03-30,Une très belle expérience !,5.0,friends,1,"Le lieu est très agréable et la décoration est de bon très goût. 
Les plats sont tous fait maison et délicieux. 
Le personnel est adorable, de bon conseil et prévenant, une très bonne expérience dans un lieu fort sympathique. 

Merci pour cette belle soirée :)",Frazarin Bistrot Franco Italien,lieu très agréable décoration bon très goût plat tous fait maison délicieux personnel adorable bon conseil prévenant très bonne expérience lieu fort sympathique merci cette belle soirée,2023,3
Nicolas V,NicolasV416,2023-03-29,Bonne table franco-italienne à 2 pas de perrache,4.0,couples,27,"Bonne découverte de cette table franco-italienne à 2 pas de perrache, à la fois généreux et fin. Bon conseil sur le vin associé au plat.
Seul bémol: un oubli sur la carte qu'un plat contenait un peu de piment. Quand on n'est pas prévenu, cela surprend ! Nous en avons fait la remarque, on nous a remercié de la remarque (la carte sera corrigé) et offert les 2 cafés.
Mis à part ce bémol, du tout bon, à prix très correct. On reviendra.",Frazarin Bistrot Franco Italien,bonne découverte cette table francoitalienne perrache fois généreux fin bon conseil vin associé plat seul bémol oubli carte quun plat contenait peu piment quand nest prévenu cela surprend avon fait remarque remercié remarque carte serum corrigé offert cafés part bémol tout bon prix très correct reviendra,2023,3
Clément B,clement_billon,2023-03-17,RETOUR D EST,5.0,couples,1,"Todo va bene frazarin! 
Super assiette! Un doux mélange franco italien digne des plus grand retour d Est! 
Les amoureux de l italofrancodisco seront émerveillés par cette cuisine du cœur servi par nos fraz à grand coeur!!!!",Frazarin Bistrot Franco Italien,todo bene frazarin super assiette doux mélange franco italien digne plus grand retour amoureux italofrancodisco émerveillés cette cuisine cœur servi fraz grand coeur,2023,3
Eric S,ericsA3718LS,2023-03-02,Belle découverte,5.0,couples,1,"Très belle découverte suite à une erreur d'adresse. Carte limitée mais pertinente par rapport au désir du chef et de cuisiner frais les produits du moment. Menu 3 plats très bon rapport qualité en plus le personnel est sympa et savent partager leur passion. 
A y retourner juste pour découvrir leur menu changeant toute les semaines.",Frazarin Bistrot Franco Italien,très belle découverte suite erreur dadresse carte limitée pertinente rapport désir chef cuisiner frais produits moment menu plat très bon rapport qualité plus personnel sympa savent partager passion retourner juste découvrir menu changeant toute semaines,2023,3
vyvy52,vyvy52,2023-02-24,Belle découverte !,4.0,family,196,"Enfin du savoir-faire au niveau du service. Equipe jeune, professionnelle pour une cuisine créative et excellente.
Cuisine inventive Les plats sont gouteux, les assaisonnements bien travaillés. Belle carte des vins  
A tres bientôt pour découvrir d’autres plats ( carte change toutes les 3 semaines )",Frazarin Bistrot Franco Italien,enfin savoirfaire niveau service equipe jeune professionnelle cuisine créative excellente cuisine inventive plat gouteux assaisonnements bien travaillés belle carte vins tres bientôt découvrir dautres plat carte change toutes semaines,2023,2
Isabelle H,isabellehV2225NL,2023-02-23,Excellent déjeuner,5.0,couples,1,"Nous avons apprécié l'accueil, l'originalité des mets et leur présentation. Le rapport qualité-prix est excellent.",Frazarin Bistrot Franco Italien,avon apprécié laccueil loriginalité mets présentation rapport qualitéprix excellent,2023,2
Baptiste G,880baptisteg,2023-02-16,Un très bon moment chez Frazarin,5.0,none,71,"Diner très sympathique chez Frazarin. Tout est fait maison et cela se sent dans l'assiette. Les plats sont gouteux, en quantité raisonnable, les assaisonnements bien travaillés. Le service est sympathique et bienveillant,, la salle est joliment décorée.
Mini bemol: ""seulement"" 2 plats à la carte, un de plus ce serait top. Merci encore pour cette soirée",Frazarin Bistrot Franco Italien,diner très sympathique chez frazarin tout fait maison cela sent lassiette plat gouteux quantité raisonnable assaisonnements bien travaillés service sympathique bienveillant salle joliment décorée mini bemol seulement plat carte plus top merci encore cette soirée,2023,2
Seuphie,Curiosity41602784247,2023-02-09,Super repas italien,5.0,family,40,"Cuisine italienne avec inspiration française 
Menu du midi très abordable et une carte qui change très régulièrement avec des plats délicieux et originaux différents d’un restaurant italien « classique »
Super expérience !",Frazarin Bistrot Franco Italien,cuisine italienne inspiration française menu midi très abordable carte change très régulièrement plat délicieux originaux différents dun restaurant italien classique super expérience,2023,2
Magalie M,251magaliem,2023-01-21,Une adresse à conserver,5.0,couples,265,"Cela faisait un moment que nous souhaitions venir et on a compris qu’en fin de semaine il est indispensable de réserver à l’avance !
L’accueil et le service sont extrêmement agréables et de bon conseils.
Les plats sont faits avec goût et des produits de qualité que ce soit de l’entrée au dessert et avec une confiance aveugle pour le choix des vins",Frazarin Bistrot Franco Italien,cela faisait moment souhaitions venir compris quen fin semaine indispensable réserver lavance laccueil service extrêmement agréables bon conseils plat faits goût produits qualité lentrée dessert confiance aveugle choix vins,2023,1
Eliame P,286elianep,2023-01-14,A recommander,5.0,friends,23,"Ne pas arriver trop tôt😉 mais quelle belle découverte, saveurs au rendez-vous et accueil chaleureux. Nous aimerions avoir un tel restaurant à côté de chez nous",Frazarin Bistrot Franco Italien,arriver trop tôt quelle belle découverte saveurs rendezvous accueil chaleureux aimerions avoir tel restaurant côté chez,2023,1
Gregg M,386greggm,2022-12-23,Expérience mémorable,5.0,friends,1,"Grande découverte de ce restaurant entres amis à l’occasion d’un dîner. Une expérience  culinaire réussie, notamment le paleron de bœuf braisé cuit longuement et divinement fondant et savoureux.
Merci pour ce moment de partage! Je reviendrai
Merci",Frazarin Bistrot Franco Italien,grande découverte restaurant entres amis loccasion dun dîner expérience culinaire réussie notamment paleron bœuf braisé cuit longuement divinement fondant savoureux merci moment partage reviendrai merci,2022,12
Rekmaz,Marekool,2022-12-23,Une expérience superbe!,5.0,none,2,"Nous avions repéré Frazarin depuis quelques temps et lors de notre visite a Lyon, pour les Fetes des Lumières, la réservation était évidente.
La salle est très agréable et les tables pas trop proches, ce qui est un vrai plus.
Nous avons été recus chaleureusement par Quentin et Maxence qui nous ont présenté le restaurant et la cuisine gérée par Harold le milanais.
Les entrées et les plats étaient remplis des saveurs de saison,un vrai travail de présentation digne d'un gastro et le pain maison permets de tout saucer!
Le choix de vin et les conseils de Quentin ont pu sublimer le tout! 
Les desserts ont ravi les gourmands puis nous avons pu finir sur un choix de digestifs ravissants.
Ne loupez pas la Favorite et le foie gras maison, ce serait triste.
A bientot les Frazarins!",Frazarin Bistrot Franco Italien,repéré frazarin depuis quelques temp lors visite lyon fete lumières réservation évidente salle très agréable table trop proches vrai plus avon recus chaleureusement quentin maxence présenté restaurant cuisine gérée harold milanais entrées plat remplis saveurs saisonun vrai travail présentation digne dun gastro pain maison permets tout saucer choix vin conseils quentin sublimer tout dessert ravi gourmand puis avon finir choix digestifs ravissants loupez favorite foie gras maison triste bientot frazarins,2022,12
Bernard B,T1562GJbernardb,2022-12-02,Belle decouverte,5.0,none,1,"Equipe jeune, motivée, professionnelle ,sympathique et accueillante pour une cuisine créative  et excellente. Bravo pour tout. 
Recommande sans restriction.
A tres bientot pour decouvrir d autres plats...",Frazarin Bistrot Franco Italien,equipe jeune motivée professionnelle sympathique accueillante cuisine créative excellente bravo tout recommande sans restriction tres bientot decouvrir autres plat,2022,12
Nowhereman,moninp2017,2022-12-01,On ne s’en lasse pas,5.0,friends,13,"Quelle belle (et bonne) adresse. L’équipe est au top, montre qu’elle est passionnée dans son domaine et cela se ressent dès la porte franchie. L’accueil est chaleureux, le cadre sympathique, les saveurs toujours au rendez-vous et les recettes créatives. Tout est mis en œuvre sans fioriture et avec spontanéité pour qu’on ait plus qu’une seule envie après avoir quitté les lieux : y revenir. 
Mon troisième « passage » dans cet établissement confirme mes premières impressions, que ce soit en couple, entre amis, en famille : 
on est bien chez Frazarin, et on y mange toujours aussi bien ! 
Bravo à vous et merci",Frazarin Bistrot Franco Italien,quelle belle bonne adresse léquipe top montre quelle passionnée domaine cela ressent dès porte franchie laccueil chaleureux cadre sympathique saveurs toujours rendezvous recettes créatives tout œuvre sans fioriture spontanéité quon plus quune seule envie après avoir quitté lieux revenir troisième passage cet établissement confirme premières impression couple entre amis famille bien chez frazarin mange toujours aussi bien bravo merci,2022,12
Gormet44,Gormet44,2022-11-26,Une superbe expérience,5.0,couples,201,"Une équipe jeune, motivée, professionnelle et sympathique nous accueille dans un restaurant avec une cuisine créative aux doubles origines française et italienne. Bravo du début à la fin. Très bons conseils au niveau du vin et de la nourriture.",Frazarin Bistrot Franco Italien,équipe jeune motivée professionnelle sympathique accueille restaurant cuisine créative double origines française italienne bravo début fin très bons conseils niveau vin nourriture,2022,11
Nat M,83natmi,2022-10-16,Délicieux,5.0,friends,1,"Cuisine délicieuse et surprenante, une belle carte des vins et une équipe très sympa... Tout était parfait",Frazarin Bistrot Franco Italien,cuisine délicieuse surprenante belle carte vins équipe très sympa tout parfait,2022,10
luc G,218lucg,2022-10-12,Repas en sortant de la gare,5.0,business,52,"Un repas bistronomique en sortant de la gare 

Le magret de canard était excellent et la charcuterie en entrée m’a rappelé mes vacances en toscane 

Bref une très belle découverte pour un petit séjour à Lyon 

Et en plus accueil très sympas et chaleureux on a envie de revenir",Frazarin Bistrot Franco Italien,repas bistronomique sortant gare magret canard excellent charcuterie entrée rappelé vacances toscane bref très belle découverte petit séjour lyon plus accueil très sympas chaleureux envie revenir,2022,10
La Fille D Avril,veronique1265,2022-10-10,Le gout de l italie,4.0,friends,10,"Tres belle decouverte, ambiance chaleureuse et produits de qualité . Pates al dente , buonissimo. La charcuterie excellente , et les desserts nous embarquent: la glace verveine, et le flan chocolat … tres bon…",Frazarin Bistrot Franco Italien,tres belle decouverte ambiance chaleureuse produits qualité pate dente buonissimo charcuterie excellente dessert embarquent glace verveine flan chocolat tres bon,2022,10
Nolwenn,NOLWENN68600,2022-10-07,Très bon restaurant !,5.0,couples,32,"Très bon restaurant. Cadre sympathique, personnel souriant et chaleureux. Repas excellent, rien à redire. Je recommande !",Frazarin Bistrot Franco Italien,très bon restaurant cadre sympathique personnel souriant chaleureux repas excellent rien redire recommande,2022,10
Pierre-Lmt,Pierre-Lmt,2022-10-07,Ottimi Fratelli !,5.0,none,70,"C'est proverbial, la cuisne du Capocuoco et de son équipe est toujours maitrisée, savoureuse et équilibrée. Je me suis régalé lors de la semaine ou la figue était à l'honneur.
Les Maggiordomo toujours aussi accueillants, sympathiques et accessibles.
C'est agréable d'y partager un repas et même y boire un verre. l'ensemble de l'équipe à toujours du temps à accorder pour leurs clients, c'est très appréciable.
Merci à vous.",Frazarin Bistrot Franco Italien,cest proverbial cuisne capocuoco équipe toujours maitrisée savoureuse équilibrée régalé lors semaine figue lhonneur maggiordomo toujours aussi accueillants sympathiques accessibles cest agréable partager repas boire verre lensemble léquipe toujours temp accorder leurs client cest très appréciable merci,2022,10
