,user,user_profile,date_review,title,rating,type_visit,num_contributions,review
216,Coucoudemaline,Coucoudemaline,1 mai 2015,"Si vous souhaitez manger japonais sur Lyon, c'est ici qu'il faut venir !!!",5.0,couples,26,"Alors autant le dire de suite : les prix sont en rapport avec la qualité des produits.
Je conseille le menu wasabi, certes le plus cher mais composé de sushis, sashimis, makis, tempura, poissons cuits, salade, soupe, riz, le tout d'excellente qualité. Le menu bento est également très agréable.
Il y a également d'excellentes spécialités coréennes.
Les desserts sont, pour la plupart, faits maison. La glace au thé vert est très bonne.
Le personnel est très agréable et le cadre chaleureux."
217,1999iris,1999iris,11 avril 2015,S'échapper le temps d'un repas,5.0,No information,23,"J'ai beaucoup apprécié l'ambiance que propose ce restaurant. Très calme et reposant. Le menu Sushi est excellent, léger. Le prix est un peu cher mais on y mange très bien. "
218,Dji,Djidji69,5 avril 2015,Très bon mais un peu cher,4.0,No information,46,"Exellent raffiné et traditionnel!
Sushis à l anguille..tellement rare et tellement bon.
J adore la déco et l atmosphère des lieux. 
Petit bémol: ce n'est pas donné! "
219,Helene B,441heleneb,4 avril 2015,Genial,5.0,No information,11,"J'adore ! C'est mon restaurant préféré que je réserve pour les occasions, le service est discret mais très professionnel. La serveuse vient vous présenter la viande crue et les champignons frais avant de les faire cuire. La nourriture est divinement bonne j'adore "
220,Cathbleue,Cathbleue,1 avril 2015,Le top du Japonais à Lyon !,5.0,couples,111,"Une vraie expérience japonaise, dans l'assiette comme dans l'accueil ! 
Grand raffinement des plats proposés, explosion de saveurs, chaque détail compte... Avec le conseil du chef pour la dégustation ! Grand choix de délicieux sakés...
Nous y sommes allés plusieurs fois et ne nous en lassons pas !!"
221,mattmatt73,mattmatt73,28 mars 2015,C'est encore meilleur....,5.0,friends,121,"J'avais en mémoire un trés bon niveau, mais ce soir, c'était encore au dessus. Le menu wasabi est admirable. L'anguille souvent loupé ailleurs était succulente. 

En critique, on pourrait dire que le service est lent, mais quand les plats arrivent, l'attente est pardonnée.

La plupart des cuisiniers œuvrant dans les sushis devraient venir prendre des cours dans ce restaurant"
222,Berrymcgregor,Berrymcgregor,22 mars 2015,Sushis gastronomiques,4.0,couples,332,"Un peu cher, c'est vrai, mais pour une telle qualité, ça vaut vraiment le coup! Tout était délicieux, raffiné, très frais, présentation impeccable.
Service au top, tout est expliqué lorsque les plats sont servis. Et nous sommes sortis repus!"
223,France M,francem2015,19 mars 2015,Excellent,5.0,No information,179,J'y étais déjà allée il y a quelques années. Bon la déco un peu kitch n'a pas changée mais alors les plats et les menus sont encore meilleurs aussi beaux que bons. Les produits utilisés sont de premier choix. Sans doute un des meilleurs restos japonais de Lyon. J'ai pris le menu à 38 € vu la quantité et la qualité ce n 'est pas si cher que ça.
224,Pouljeanne,Pouljeanne,1 mars 2015,Bien mais cher...,4.0,couples,303,"Nous avons découvert ce restaurant il y a pas mal d'années.
L'accueil est correct.
Nous avons pris à chaque fois le menu Wasabi (dont nous avons pu suivre le prix augmenter au fil des années).
Je crois qu'il coûte désormais 36 € par personne mais vous en sortirez repus : salade au saumon, pont rempli de divers sushis, makis et sashimis, brochette de poisson et viande, riz, soupe miso, et dessert.
Bémol : le chef vient systématiquement expliquer ce qu'on trouve sur le pont de sushis, et fait goûter à une personne un sushi. Et quand je dis goûter, en fait il lui fourre dans le bec. On n'a pas forcément envie de gaspiller un sushi de cette manière.
Les produits sont frais et de qualité, j'aime beaucoup ce restaurant mais moins le prix."
225,Romain,RomainPaladru,21 février 2015,Un peu décevant,3.0,couples,13,"J'avais lu de nombreux avis sur ce restaurant, et je dois admettre que j'ai été un peu déçu.

Alors oui le cadre semble plutôt typique, le service est courtois, et les produits paraissent de bonne qualité et d'une fraîcheur irréprochable (ce qui est en fait déjà pas mal, mais pas suffisant pour une faire un TRES bon restaurant !).

J'ai trouvé quelques bémols : 
- les quantités sont un peu justes. Alors ma compagne qui a beaucoup voyagé me dit qu'au Japon c'est comme ça... Mais il serait peut-être intéressant de s'adapter à un public occidental. Je n'attendais pas des quantités gargantuesques mais honnêtement, j'ai mangé un casse-croûte en rentrant à la maison.
- Nous étions placé près d'une fenêtre et nous avons eu froid. J'avais lu un avis similaire et me disais ""bah, ils doivent exagérer..."" mais non, si on vous propose une place près de la fenêtre, demandez à être placé ailleurs (enfin si c'est en hiver, l'été peu importe...!)
- Le rapport qualité/prix reste quand même à mon avis pas tout à fait intéressant. J'ai pris un Bento, il y a une ou deux bonnes surprises dans la composition, mais le reste ne m'a pas plus fait voyager que ça.
Idem pour les sushis :bon, mais pas extraordinaires, et par contre super chers !

Donc oui, c'était assez bon, mais j'ai du mal à admettre que ça vaille ce prix là."
226,F47156,F47156,21 février 2015,Frais !,5.0,friends,8,"La qualité se paie mais cela vaut la peine d'y aller. Rien à dire de plus que tous les avis positifs précédents. Quelle qualité de service, quel respect pour le client.
Le menu bentonite je n'ai pas forcément trouver meilleur et un peu cher."
227,Jamie B,jamiebV7834JY,17 février 2015,Quelle chance d'avoir ce restaurant à Lyon!,5.0,business,23,"J'ai vécu au Japon, j'adore cette culture, j'adore cette cuisine et là, j'ai découvert Wasabi par hasard de passage à Lyon: le bonheur! Dès l'entrée on sait qu'on va passer une bonne soirée. accueil traditionnel, chef et personnel japonais (rare pour être souligné), grande carte de saké, cuisine délicieuse, subtile et raffinée, d'une fraîcheur absolue. J'étais transporté au Japon pendant 2 heures. Le chef fait attention aux moindres détails depuis sa cuisine qui donne sur la salle comme la tradition le veut. Cela change des autres restaurants japonais qu'on peut trouver à Lyon... C'est le jour et la nuit!!!"
228,ginigoubi,ginigoubi,16 février 2015,Resto Japonais de qualité,5.0,couples,62,"Restaurant au cadre idyllique et dépaysant. Des patrons et une serveuse aux petits soins (crevettes remplacées ds le menu à cause de mon allergie, conseils sur les accompagnements de sauces à faire, sur les bières et thés japonais, etc...). Des menus très sympas. Le notre était délicieux et copieux (salade, assortiment sushis-makis-..., beignets, poisson, viande) et les desserts très bons également. La note est très correcte pour la quantité, la qualité du repas et le merveilleux moment passé."
229,CM067,CM067,31 janvier 2015,Rien à redire !,5.0,family,86,"Décoration très romantique 
Produits superbes bien présentés et bien assaisonnés.
Qualité irréprochable.
Service efficace et très prévenant.
Tarif très correct compte tenu de la prestation.
Cela fait vraiment plaisir de pouvoir manger de la vrai cuisine japonaise.
Vaut vraiment un petit détour dans le 7ème, loin des usines à touristes  et des sushis ""shop"" divers et variés.

Petit regret : que le restaurant soit à Lyon et pas à Strasbourg !"
230,Marcus_Lyon_69002,Marcus_Lyon_69002,30 janvier 2015,le meilleur japonais de Lyon ?,4.0,business,61,"je crois... en tout cas, une très bonne adresse, à découvrir, pour le soin apporté par le chef à contenter votre palais..."
231,Gregory F,gregoryf295,30 janvier 2015,Incontournable à Lyon,4.0,No information,11,"En voyage d'affaires à Lyon nous y sommes passés deux fois. 
J'ai découvert pour la première fois la cuisine japonaise. 
Extrêmement bon et copieux !
Le chef prend quelques minutes pour nous présenter les plats et pour nous monter comment les manger. 
Génial, à recommander !"
232,Charbonnel69,Charbonnel69,30 janvier 2015,Decouverte,4.0,friends,64,"Un restaurant japonais atypique.
Une decoration originale et des plats savoureux
Je recommande le bento et ses 10 compartiments qui resument le savoir fairedu chef"
233,Rustulu,Rustulu,26 janvier 2015,Tres bon,4.0,No information,12,Rien de spécial à dire. Nous avons bien manger. Ce n'était pas non plus exceptionnelle donc seulement 4*. Allez y pas de surprise pas de déception. 
234,mimala68,mimala68,16 janvier 2015,Trop cher pour  ce que c'est,3.0,No information,13,"Cadre agréable, un japon romantique mais dommage que la cuisine ne soit pas à la hauteur du prix. on s attend à.des découvertes mais rien de spécial dans l' assiette. Vous mangerez bien mais déception à l'addition."
235,nicn6553,nicn6553,8 janvier 2015,Succulent,5.0,No information,5,"J'ai vraiment apprécié la cuisine, l'originalité, les cuissons sont justes et l'assaisonnement parfait
Le prix est élevé mais se justifie"
236,lar0n,lar0n,27 décembre 2014,Excellent !!!,5.0,couples,5,"Un cadre unique qui change des autres restaurant à Sushis. 
Pas de menu à volonté mais bien mieux que ça ... une dégustation de poissons frais orchestré par le chef lui même qui vient nous expliquer dans quel ordre manger les sushis et comment les manger. 
Le prix est lui aussi un peu plus cher qu'ailleurs mais il en vaut vraiment le coup !!! 

Un régal ! 

A refaire sans hésiter"
237,Madrugada89,Madrugada89,19 décembre 2014,Le meilleur japonais,5.0,No information,46,La meilleure adresse pour déguster la vraie gastronomie japonaise. Des produits de qualité. Le chef est venu en personne pour nous expliquer les différents mets et comment les déguster. Une belle adresse!
238,Guillaume M,790guillaumem,14 décembre 2014,Vraiment pas déçu,5.0,No information,12,"Je me suis fié aux avis de ce site pour me faire un bon restaurant japonais et le moins que l'on puisse dire c'est que je ne suis vraiment pas déçu. Qualité et fraicheur des poissons extra !  Sushi, sashimi, poissons cuits et grillés, rien à redire! 
Les petites explications du personnels sont très agréables! M
Un très bon resto où l'on se sent bien!
Le prix peut être un frein (presque 120€ pour deux) mais la qualité est vraiment au rendez-vous !
Je recommande vivement !"
239,Ninoun69,Ninoun69,11 décembre 2014,Wasabiiiiiii,5.0,couples,2,"Super petit restaurant de sushis maki et compagnie..... Toujours un plaisir de prendre un moment à deux dans ce petit restaurant sans prétention au niveau décoration car finalement ce qui compte, c'est ce qu'il y a dans l'assiette !"
240,Mathieu P,552mathieup,11 décembre 2014,Pas donné mais tellement bon!,4.0,No information,32,"La carte propose des combinaisons d'entrées et plats très garnis, délicieux mais elles sont un peu chères. En même temps il y a de quoi faire car les plats se succèdent les uns après les autres. La salle est assez jolie pour faire un repas romantique et le service est très sympa et prévenant. "
241,Lililililililily,Lililililililily,29 novembre 2014,Très bon japonais,4.0,No information,18,"Super testaurant japonais où'l'on peut déguster de véritable sushis, mais pas que . Le maître sushis vient à votre table vous donner des conseils gustatifs. Bref tout simplement excellent. 
Pensez à réserver à l'avance ."
242,Bennyking69,Bennyking69,17 novembre 2014,Excellent Nippon!,5.0,couples,13,"Japonais authentique offrant des plats raffinés et d'une fraicheur irréprochable dans un cadre agréable et feutré...
Certes un peu cher, mais idéal en amoureux!

Réservations fortement conseillées!"
243,CanRuf,CanRuf,9 novembre 2014,Un japonais plus authentique,4.0,friends,542,"Un très bon repas !
La décoration est un peu atypique, mais le plaisir est là, un choix varié de plats japonais de qualité. Les différents menus permettent de trouver son bonheur en fonction de son appétit et des ses goûts. Un choix varié de thés et de bières japonaises, le choix des vins est également intéressant.
Les serveuses prennent le temps d'expliquer les plats et aussi la façon de les déguster.
Pour deux menus, un thé et une demi bouteille de vin blanc, nous en avons eu pour 47,50€ par personne, prix cohérent avec la qualité des plats servis.

Je conseille !"
244,Pierrot2601,Pierrot2601,9 novembre 2014,Initiation à la gastronomie japonaise,4.0,friends,5,Très bon japonais traditionnel qui sert des produits frais et de qualité. Très bonne initiation à la gastronomie japonaise. Néanmoins service un peu long...
245,Baguette62,Baguette62,6 novembre 2014,Des produits délicats et de grande qualité,5.0,No information,24,"Parfait sur toute la ligne! Des sushis et autres gourmandises de grande qualité. Une ambiance chaleureuse, une déco dépaysante et pas kitch. Un cours de dégustation en prime! Seul bémol: l'une de nos convives n'a pas vraiment apprécié qu'on lui donne la becquée à la fin du cours... Une adresse qui ne donne pas envie de retourner dans les chaînes de restaurant de sushis!"
246,AvisAgnes,AvisAgnes,30 octobre 2014,Un vrai voyage,5.0,couples,3,"La magie opère dans notre arrivée dans la rue, avec une devanture magnifique. Et ça continue en entrant avec la belle décoration intérieure.
Nous optons pour le menu Bento, pour découvrir un large éventail de ce qui est proposé.
Un service de qualité.  Les serveuses sont discrètes mais toujours présentes pour nous expliquer ce que nous mangeons, comment le manger, dans quel ordre ou simplement pour s'assurer que tout se déroule bien. Parfois, c'est même le chef en personne qui se déplace aux tables pour donner des conseils de dégustation.
Derrière nous, le chef justement cuisine à la minute: et les saveurs sont là. Tout est délicieux, savoureux, très fin, très frais... Un véritable régal ! 
Notre seul regret : ne pas avoir eu assez faim pour essayer les desserts !"
247,CapnCook,CapnCook,24 octobre 2014,Des sushis de haut vol,5.0,couples,72,"Du bon, de la qualité, un petit restaurant plein de charme, un chef qui viens à votre table vous expliquer ses produits et la façon dont ils doivent être déguster.
Au final, la note pique un peu mais la qualité a t-elle vraiment un prix ?"
248,patbingsu-addict,patbingsu-addict,21 octobre 2014,redécouvrir les sushis,5.0,friends,28,"kj'y suis allée juste avant de partir pour mon premier voyage au japon. Déjà fan de sushi depuis longtemps ,le chef m'a appris comment rééllement déguster les sushis. C'est là que les sushis se rappprochent le plus de ceux que vous pouvez manger au japon. Poisson d'excellente qualité, et déco qui ressemble plus à celle d'un resto au japon actuellement: c'est agréable!!!"
249,Canaillou,364cyrilj,14 octobre 2014,Voyage dans la gastronomie japonaise,5.0,No information,15,"Nous avons choisi ce restaurant pour un repas en amoureux en lisant les avis sur TripAdvisor et nous n'avons pas été déçus. Tout d'abord, le cadre. Le restaurant se situe dans une rue peu fréquentée et peu charmante de Lyon. Toutefois, nous avons été charmés par la devanture et l'intérieur du restaurant. Les serveuses nous accueillent dans une salle unique mais la disposition des tables rend le restaurant intimiste et nous avons l'impression d'être des privilégiés. La table sobre mais typiquement japonaise. Nous avons choisi de prendre un apéritif avant de débuter le repas. Parmi les classiques, on retrouve des cocktails maisons. Puis, nous avons opté pour le menu Suzuki à 36€ (salade d'entrée, sushis, sashimis, Californie rolls, makis, miso) et un dessert (daïfuku). Au-delà de la finesse des plats, nous avons particulièrement apprécié la présentation verbale des plats et les conseils gustatifs du chef qui nous font voyager au pays du soleil levant (uniquement en semaine par faible affluence). Une soirée mémorable et un restaurant qui restera gravé dans nos mémoires. Merci pour ce moment"
250,JoDelf,JoDelf,3 octobre 2014,Japonais haut de gamme,4.0,business,231,"Le cadre est vraiment sympa avec un vrai effort sur la décoration. Quand j'y suis allé vers 20h, c'était très calme. Service impeccable, on vous explique les plats.Le chef vous montre comment manger les sushis (ceux pour lequel il ne faut pas tremper le riz dans la sauce mais que le poisson, ceux pour lesquels il ne faut pas tremper du tout, etc...). La qualité des plats est excellente, tout est frais. Même le dessert sort des sentiers battus (Gâteau thé vert + glace aux sésame noir + glace aux haricot rouge). J'ai pris aussi un Perrier à la gelée de citron. On est loin des chaînes industrielles à sushi. E/P/D+ Boisson à 46 €, c'est un tarif élevé mais ça vaut le coup."
251,Serguei O,serguei06000,1 octobre 2014,C'est très bon mais je n'ai pas hâte d'y retourner,4.0,No information,431,"Le restaurant est un havre de paix! Le service est discret et courtois. Comme évoqué antérieurement ici, la quasi-obligation de prendre un menu peut en frustrer certains. Le seul assortiment de Sashimi étant par exemple à 69€, je me suis rabattu sur le menu Wasabi à 48€ un peu malgré moi. Rien à redire sur la qualité/quantité. A deux, nous en avons eu pour 119€. Une sortie un peu exceptionnelle donc mais le restaurant quant à lui ne restera pas pour autant gravé dans ma mémoire. Peut-être ai-je été dérangé par le côté trop didactique de la présentation des plats!?"
252,Pierre1705,Pierre1705,23 septembre 2014,Juste superbe !,5.0,No information,2,"Le Wasabi, c'est d'abord une ambiance avec une décoration typique et chaleureuse, qui fait qu'on s'y sent bien ! 
Un personnel très agréable, qui explique et commente tous les plats servis. 
Nous avons enfin pu découvrir ce qu'est un vrai sushi ou Maki.
Cuisine raffinée. 

A ne pas manquer ! "
253,Cecilia,princessesushis,23 septembre 2014,Sushis fondants !,4.0,No information,384,"Étant amatrice de sushis et autres mets Japonais, j'ai largement apprécié ce que j'ai mangé ! Les sushis sont fondants à souhaits, les brochettes de poissons un régal, une soupe miso goûteuse et une belle présentation des plats. Le restaurant a une décoration originale et le service est agréable et courtois. Le seul bémol est peut être le prix des plats mais hônnetement la qualité des produits est là ! "
254,Gaëlle H,Gaelle6973,10 septembre 2014,Un régal !!,5.0,No information,49,"Excellent dîner avec des sushis juste parfait !
La carte propose 4 menus ou des plats à la carte. Nous avons choisis un menu, c'était bien suffisant au niveau de la quantité.

Pour moi, c'est juste le meilleur resto japonais de Lyon."
255,Lisa C,LILI_EU_FR,8 août 2014,la déception,2.0,friends,116,"Le Wasabi... une institution lyonnaise pour les amateurs de poisson cru! je me faisais une joie de m'y rendre et la déception... Pourquoi? par ce que j'aime les sashimi et qu'il n'y a pas de carte digne de ce nom permettant de commander autre chose que des menus sont prédéfinis, que le service est expéditif et peu adaptable au client, que le tout demeure une note prohibitive pour les mets dégustés. Je tiens à mentionner toutefois que le poisson est d'une extrême qualité notamment le thon et les poissons blancs étaient succulent mais en format hostie..."
256,Thomas C,thomascB216IG,6 août 2014,authentique,5.0,No information,109,"pure merveilleon y retrouve de la vraie nourriture du Japon et pas des sushis mal et vite fait.des goûts savoureux. une présentation nickel et les explications sur l'ordre des plats.j'ai particulièrement apprécié les beignets en tempura pas du tout gras et très digeste"
257,JOELLE1317,JOELLE1317,3 août 2014,"le meilleur vrai ""japonais""",4.0,couples,81,"Chez Wasabi, on est au Japon avec des plats simples et typiques. Beaucoup de fraicheur pour les sushis impeccables.
Jamais de déception à cette table que je connais depuis longtemps et qui ne m'a jamais déçue."
258,Citrinette2014,Citrinette2014,23 juillet 2014,Un enchantement,5.0,friends,4,Ce restaurant est une merveille. On y déguste des sushis qu'on ne trouve pas ailleurs et les serveurs nous expliquent volontiers comment déguster au mieux les mets proposés. Même si le prix est un peu élevé on en à pour son argent et on y passe un moment hors du temps. J'ajouterais qu'une fois qu'on à mangé là bas les sushis des chaines paraissent bien fades.
259,aurel252,aurel252,17 juillet 2014,Délicieux,5.0,No information,8,"Ce restaurant Japonnais est génial. Les plats sont vraiment délicieux, réalisés avec des produits frais.
En plus, le personnel explique comment manger les plats, avec quelle sauce et dans quel ordre.
Je conseille vivement.
Il faut tout de même préciser que les menus sont en moyenne à 40€. "
260,Nanaantras,Nanaantras,16 juillet 2014,Découverte du Japon,5.0,family,1807,"Je suis tombé amoureuse des sushis , moi qui n.aime pas trop le poisson grâce à ce restaurant il y a quelques  années ,le personnel est humble et très accueillants , depuis j.en ai essayé et je n'ai pas trouvé cette qualité et cette fraîcheur !!"
261,Jerome L,JeromeL127,7 juillet 2014,Meilleurs japonais que j'ai jamais fait,5.0,No information,41,"Un accueil chaleureux, un service au top ( les serveuses et le chef amènent les plats au dur et a mesure et expliquent comment les déguster), des produits ultra frais ( et nous sommes lundi !) : bref un super restau japonais. A recommander sans hésitation, avec un budget en harmonie avec la qualité ( compter 45€ par personne). "
262,EPBo,EPBo,17 juin 2014,Meilleure adresse de sushis à Lyon,5.0,couples,71,"A mon sens les meilleurs sushis de Lyon. Très grande qualité du poisson, qui est le plus frais qu'on puisse trouver, les assiettes sont belles et soignées. Le restaurant est un peu cher, mais très qualitatif. Une excellente adresse pour les connaisseurs qui recherchent des sushis raffinés. Par contre l'endroit est plutôt petit, pas très adapté pour des groupes."
263,HokkaidoKid,HokkaidoKid,22 mai 2014,Les meilleurs sushis de Lyon,5.0,No information,239,"Un de mes restaurants préférés à Lyon. Le chef n'est pas japonais mais coréen. Les sushis, maki et sashimi sont frais et délicieux, il est possible aussi d'avoir des plats chauds mais nous venons spécifiquement pour manger des sushis. Il faut penser à réserver en particulier le week end car la salle n'est pas grande."
264,Sirdavid,davidtQ8376PA,11 mai 2014,Service trop long mais bonne qualité,3.0,No information,231,"Après avoir consulté les avis on a décidé de se faire sushi en couple chez Wasabi car très bien noté. 
On avait réservé pour 20h45 et malheureusement le service est beaucoup trop long... et ça gâche tout. Après nous être installés on est venu nous demander les apéritifs au bout de 45min. Il faisait très chaud alors qu'on est qu'au mois de mai!!! La deco est belle dépaysement garanti, la nourriture est bonne et les produits sont frais mais le service n'est pas du tout au rdv et la note très salée! 90€ pour 2 apéritifs et 2 plats.
On nous y reprendra plus!"
265,Olivier A,OlivierALyon,7 mai 2014,"Superbe adresse, excellent japonais !",5.0,family,38,"Tout est parfait : de la réservation, en passant par l'accueil, les conseils, explications, la qualité du service ou des mets
Un vrai bonheur et un excellent souvenir !"
266,NicoGagou,NicoGagou,30 avril 2014,Mon restaurant préféré à Lyon !!!,5.0,friends,20,"Lyonnaise de naissance, je ne suis malgré tout pas fan des bouchons lyonnais et j'ai un très gros faible pour la cuisine japonaise que je trouve saine et riche en saveurs. J'ai eu l'occasion de tester nombreux restaurants japonais à Lyon mais si je ne devais en retenir qu'un seul, ce serait le Wasabi !! J'y ai diné des dizaines et des dizaines de fois et je n'ai jamais été déçue, bien au contraire ! Le service est impeccable, les plats copieux et divins, les produits de très grande qualité, et la deco est féerique. Avec une mention speciale pour le sushi au saumon avec oeufs de poisson volant/sauce pomme verte !! miam !! et pour le desser, j'ai craqué pour les glaces thé vert/sesame/haricot rouge, un regal ! Je suis devenue une habituée des lieux et la serveuse a toujours un mot gentil pour m'accueillir. Elle et le chef se souviennent de mes passages dans leur restaurant, et même si je vis actuellement a l'étranger, je ne manque jamais une occasion de retourner les voir et diner dans mon restaurant chouchou de la ville. Un coup de foudre pour ce restaurant qui dure, qui dure.. depuis plus de 10 ans !"
267,Jerome F,254jeromef,22 avril 2014,Incontournable pour les amateurs de Sushis,5.0,couples,7,"Les produits sont hyper-frais, le cadre est super dépaysant et le service est niquel...
Tarifs un peu élevés, mais le prix en vaut la chandelle!"
268,francoise h,francoiseh160,15 avril 2014,meilleur japonais rhones alpes !,5.0,family,7,"Je n'ai jamais mangé japonais aussi bien , l'acceuil la deco sont tres depaysante en effet mais c'est ce qui fait tout le charme de ce restaurant. les plats sont excellent et malgre que cela fasse une quinzaine de fois que je dine dans ce restaurant la fraicheur est tjrs au rdv. Les explications sur la degustation des poissons est tres precise . tout est top a part le prix mais bon c'est du tres frais et tres bon ."
269,Nushi,Nushi13,12 avril 2014,Un vrai japonais,5.0,business,49,"Très très bon!!!
Un des meilleurs resto japonais de la ville avec terra à mon sens, nous 
Nous avons pris les menus bentos, sublissime, très fin!
Et que dire du whisky japonais!
Service très sympa par des étudiants japonais quand nous y sommes allées."
270,bebemy,bebemy,9 avril 2014,Poisson d'une grande fraicheur,4.0,couples,169,"Décoration un peu kitsch, piano en fond sonore. Service très attentionné, avec quelques incursions du chef dans la salle, pour expliquer les plats et montrer la façon de les manger.... Mon conjoint a pris le menu bento et j'ai mangé à la carte. Nous avons adoré la fraîcheur des produits et leur mode de préparation, conservant toutes les saveurs. Les boissons et les desserts (que nous n'avons pas testés) sont un peu chers."
271,pat69780,pat69780,23 mars 2014,"qualité des plats , déco nul et prix un peu cher",4.0,couples,239,"Avis contrasté pour ce restaurant très bien placé sur Tripadvisor
Il est vrai que les plats sont succulents , la qualité est excellente 
Par contre il ne faut pas y aller pour la déco ou le lieu car ce n'est vraiment pas terrible
Nous avons aussi trouvé que c'est un peu cher , mais c'est surtout que l'on a du mal à manger pour moins de 40 ou 50€ personne , Le petit problème est que vous avez le choix entre soit des menus (donc de 32 à 43) sans vin bière ou encore saké , ou alors des suchis à la carte c'est tout
Donc forcément vous vous orientez vers les menus , et note finale 90 pour 2
Les menus sont copieux , pour des petits mangeurs c'est même un peu trop.
Sinon , poisson succulent"
272,Olivier_Sa,Olivier_Sa,17 mars 2014,Meilleur Japonais sur Lyon,4.0,couples,94,"La meilleure adresse, j'y étais fidèle depuis de nombreuses années. 
La salle est bien décorée, petite musique jazzy en fond. 
Le itamae officie en salle un petit peu en retrait. 
Après la commande prise par des serveurs très pro, il vous faudra un peu attendre car la qualité nécessite du temps  pour garantir la fraicheur. 
Les plats sont très fins et équilibrés. 
Les ""california rolll (maitre étalon quant au dosage de la mayo) ne sont pas lourds du tout. 
A noter un choix intéressant de saké (à ne pas confondre avec ce que l'on achète dans les épiceries chinoises). 
A reserver pour les occasion car la qualité se paie. 
Réservation obligatoire."
273,E-maje,E-maje,11 mars 2014,Un beau moment,5.0,No information,2,"De passage pro sur Lyon, j'ai passé un moment très agréable au Wasabi. Accueil souriant et discret, produits très frais et préparations présentées par le chef lui-même qui m'a gentiment détaillé les us et coutumes de dégustation japonaise. Une belle découverte, un bel endroit."
274,photokine01,photokine01,13 février 2014,L'art et la manière...,4.0,friends,165,"Des sushis et des makis qui n'ont rien à voir avec que l'on peut manger dans les chaînes pseudo japonaises. Ici le maître des lieux est coréen, sa femme japonaise. Il est maître dans l'art de couper le poisson et se fait un plaisir de vous expliquer de quelle manière déguster les sushis et dans quel ordre. Un régal !"
275,Barneliott,Barneliott,10 février 2014,Très bonne adresse à retenir...,4.0,none,1,"Loin des japonais habituels à l'ambiance contemporaine mais froide, le Wasabi offre une cuisine remarquable dans un cadre romantique à la japonaise."
276,Florence Z,FlorenceZ_13,17 janvier 2014,Voyage au Japon,5.0,friends,3,"Ici, on oublie la razzia des sushi en chaîne, et on parle des sushis, les vrais ! Un accueil irréprochable, des produits excellents, une ""pédagogie"" du sushi qui donne envie de faire un pas vers cette culture si envoûtante à mes yeux. Une bulle de japon au coeur de Lyon !

Pour cette première visite, arrivée à 15, pas mal de changement en cours de commande, malgré tout l'équipe s'est plié aux souhaits de chacun en gardant le sourire. Bravo ! A refaire en plus petit comité, pour mieux apprécier l'ambiance qui invite au voyage."
277,Alloney,Alloney,28 décembre 2013,Itadakimasu !,4.0,couples,23,"Dès les premiers pas, le regard se porte sur une salle joliment décorée où de douces lumières côtoient des éléments plus ""végétaux"" ; sans oublier une vue sur la cuisine.

Mais le plus important est là : une cuisine dé-li-cieu-se ! Les produits semblent d'une fraîcheur exemplaire, les cuissons sont parfaites, les desserts succulents et un choix plus que corrects de thés (avec de vrais découvertes) et de saké est proposé. 

En revanche, le service s'avère un peu long et pas des plus chaleureux. Celui-ci apparaît comme carré et poli, ni plus, ni moins. 
Viens s'ajouter à cela une addition quelque peu salée. Certes la qualité est là, mais elle ne justifie pas forcément un minimum de 30€ par personne).

Bien que coûteuse, se fut une jolie découverte."
278,Clelia O,Laureline73,27 décembre 2013,Féerique et succulent,5.0,couples,3,"Ambiance poétique et féerique. Cuisine savoureuse. Un parfait mélange pour un repas de sushi réussi. Certainement les meilleurs sushis de lyon. Seul bémol, les menus contiennent beaucoup de poisson (excellent) et peu de légumes"
279,elolili,elolili,14 décembre 2013,Extraordinaire,5.0,No information,419,"Voici un japonais authentique, tout est juste 
La décoration qui emmène en voyage 
Le service attentif et souriant qui guide pas a pas la dégustation 
Le repas, toute la table a choisi le bento et c'était LE choix 
Bref un détour incontournable si vous aimez cette cuisine
"
280,Arnaud S,256arnauds,3 décembre 2013,Essayez le menu du midi,4.0,couples,89,"Nous y sommes allés un jeudi midi, pour pouvoir bénéficier du menu du midi (18 euros). Le rapport qualité/prix est excellent. Le service est parfait, la déco agréable. Juste un bémol : si on sort du menu pour ajouter quelque chose, cela grimpe vite : verre de vin à 6 euros, dessert à 7 euros, thé à 4 euros. Bref, les petits à côtés double la note. Même si tout était excellent (même le vin), c'est un resto qui n'est pas donné."
281,Audrey P,AudreyP748,2 décembre 2013,On est guidé pas à pas dans la dégustation,5.0,friends,22,"- Réservation utile (on a réservé pour un vendredi soir, la salle était très remplie)
- Les menus sont plus chers que dans les chaînes de sushis mais le rapport qualité + service / prix est excellent. Au final, pour 35 euros, on s'en tire très bien (menu à 31 euros + thé à 4 euros).
- Le rythme du service est très agréable (le menu arrive petit à petit, on a le temps de laisser reposer son estomac entre les diverses assiettes).
- Le service explique dans quel ordre manger les sushis, lesquels on peut tremper dans la sauce au soja ou pas. C'est agréable d'être guidé.
- Le chef vient à la table et explique comment se régaler (comment tremper son sushi dans la sauce, le manipuler, le mettre sur la langue).
- Le poisson est très frais, les sushis sont variés (on n'a pas 10 sushis identiques au saumon...bien au contraire).
- Le cadre est atypique et chaleureux.
=> Un régal, avec un très bon rapport qualité / prix."
282,laure69,laure69,1 décembre 2013,Très bon restaurant Japonnais,5.0,friends,29,"Le meilleur restaurant Japonnais sur Lyon. Un peu cher mais ça vaut le prix. Le service est impeccable.
A recommander"
